1 - Qual a sua idade?,2 - Reside em Cachoeira do sul ou se mudaria para a cidade:,"3 - Se não reside em Cachoeira do Sul, mora em qual cidade?",4 - Qual a sua escolaridade:,"5 - Se possuí formação superior, qual o nível:","6 - Se você trabalha, qual a sua área de atuação:",7 - Seria a sua primeira vez estudando na UFSM-CS:,8 - Qual curso está cursando na UFSM-CS?,9 - Em quanto tempo pretende iniciar uma graduação?,"10 - Teria interesse em cursos da área de Exatas (como Matemática, Física, Química, Engenharia, entre outros)? Essa área abrange cursos voltados para o raciocínio lógico, cálculo, experimentação e tecnologia, podendo ter foco em pesquisa, indústria ou ensino (Licenciatura).","11 - Na sua opinião, qual a maior dificuldade para iniciar ou concluir uma graduação:","12 - Sobre o curso apresentado (Ciências Exatas e Sustentabilidade Tecnológica), você teria interesse em cursá-lo na UFSM-CS?",13 - Qual seu nível de interesse em fazer o curso apresentado?,14 - Qual turno seria mais adequado para você fazer o curso?,15 - Quais fatores te influenciam na escolha do curso? (marque até 2),16 - Você estaria disposto a fazer o curso mesmo se precisasse trabalhar e estudar ao mesmo tempo?,17 - Qual é o seu nível de interesse em um curso de Engenharia de Software?,"18 -  Se não tem interesse em nenhum desses cursos, teria interesse em algum outro:",19 - Em qual dos cursos ofertados pela UFSM-CS você tem interesse?,"20 - Em qual curso,  não ofertado pela UFSM-CS ,  você tem interesse?",24 - Você conhece alguém que teria interesse em fazer alguns dos cursos apresentados?,Identificação
18–24,"Não, eu não moro em Cachoeira do Sul e não tenho interesse em me mudar para a cidade",Rosário do Sul - RS,Ensino Médio completo,Não tenho,Freelancer / Autônomo,Sim,,Em até 1 ano,"Talvez, dependendo do curso",Falta de dinheiro,Sim,3 – Interesse moderado,Noturno,"Remuneração no mercado, Facilidade de inserção profissional",Sim,Talvez teria interesse,,,,Não,Outro
Menos de 18,"Não, eu não moro em Cachoeira do Sul e não tenho interesse em me mudar para a cidade",Rosário do Sul - RS,Ensino Médio incompleto,Não tenho,Não estou trabalhando,Sim,,Em 1–2 anos,Não tenho interesse,,,,,,,,,,,Não,Outro
Menos de 18,"Não, eu não moro em Cachoeira do Sul e não tenho interesse em me mudar para a cidade",Rosário do Sul - RS,Ensino Médio incompleto,Não tenho,Não estou trabalhando,Sim,,Em 1–2 anos,Não tenho interesse,,,,,,,,,,,Não,Outro
Menos de 18,"Não, eu não moro em Cachoeira do Sul, mas teria interesse em me mudar para cursar na UFSM-CS",Santa Cruz do Sul - RS,Ensino Médio completo,Não tenho,Indústria / Produção,Sim,,Ainda sem previsão,"Talvez, dependendo do curso",Falta de dinheiro,"Não, mas tenho interesse em outro curso não ofertado na UFSM-CS",,,,,,,,Biomedicina,Sim,Outro
Menos de 18,"Não, eu não moro em Cachoeira do Sul, mas teria interesse em me mudar para cursar na UFSM-CS",Rosário do Sul - RS,Ensino Médio completo,Não tenho,Estagiário,Sim,,Em até 1 ano,Não tenho interesse,,,,,,,,,,,Não,Outro
Menos de 18,"Não, eu não moro em Cachoeira do Sul, mas teria interesse em me mudar para cursar na UFSM-CS",Rosário do Sul - RS,Ensino Médio completo,Não tenho,Estagiário,Sim,,Em até 1 ano,"Talvez, dependendo do curso",Falta de dinheiro,"Não, mas tenho interesse em outro curso não ofertado na UFSM-CS",,,,,,,,Veterinária,Não,Outro
18–24,"Não, eu não moro em Cachoeira do Sul, mas teria interesse em me mudar para cursar na UFSM-CS",Rosário do Sul - RS,Ensino Médio completo,Não tenho,Não estou trabalhando,Sim,,Em até 1 ano,"Talvez, dependendo do curso",Falta de dinheiro,"Não, mas tenho interesse em outro curso não ofertado na UFSM-CS",,,,,,,,Agrícola,Não,Outro
18–24,"Não, eu não moro em Cachoeira do Sul, mas teria interesse em me mudar para cursar na UFSM-CS",Rosário do Sul - RS,Ensino Médio completo,Não tenho,Administração / Gestão,Sim,,Ainda sem previsão,"Talvez, dependendo do curso",Falta de dinheiro,Talvez,3 – Interesse moderado,Noturno,"Afinidade com a área, Duração do curso",Sim,Não tenho interesse,"Sim, tenho interesse em outro curso da UFSM-CS",Arquitetura e Urbanismo,,Não,Outro
18–24,"Não, eu não moro em Cachoeira do Sul, mas teria interesse em me mudar para cursar na UFSM-CS",Rosário do Sul - RS,Ensino Médio incompleto,Não tenho,Não estou trabalhando,Sim,,Ainda sem previsão,"Talvez, dependendo do curso",Falta de dinheiro,"Não, mas tenho interesse em outro curso ofertado na UFSM-CS",,,,,,,Engenharia de Transporte e Logística,,Não,Outro
35+,"Não, eu não moro em Cachoeira do Sul e não tenho interesse em me mudar para a cidade",Rosário do Sul - RS,Ensino Médio completo,Não tenho, Topografia ,Sim,,Nos próximos 6 meses,"Talvez, dependendo do curso",Falta de tempo,Talvez,4- Interesse alto,Noturno,"Afinidade com a área, Prestígio da profissão",Sim,Talvez teria interesse,,,,Não,Outro
35+,"Sim, eu moro em Cachoeira do Sul",,Ensino Superior completo,Tecnólogo,Administração / Gestão,Sim,,Ainda sem previsão,"Sim, tenho interesse",Falta de tempo,Sim,4- Interesse alto,Noturno,Remuneração no mercado,Sim,Tenho interesse,,,,Sim,Outro
25–34,"Sim, eu moro em Cachoeira do Sul",,Pós-graduação,Bacharel,Freelancer / Autônomo,Sim,,Ainda sem previsão,"Talvez, dependendo do curso",Falta de dinheiro,"Não, mas tenho interesse em outro curso não ofertado na UFSM-CS",,,,,,,,"Cursos na área de Humanas e Linguagens, além de mestrados e doutorados voltados para os Direitos Humanos e Ciências Sociais.",Não,Outro
35+,"Sim, eu moro em Cachoeira do Sul",,Ensino Superior completo,Bacharel,Educação / Ensino / Pedagogia,Sim,,Em até 1 ano,"Sim, tenho interesse",Trabalho / família,Sim,5 - Interesse muito alto,Noturno,"Afinidade com a área, Remuneração no mercado",Sim,Talvez teria interesse,,,,Não,Outro
35+,"Sim, eu moro em Cachoeira do Sul",,Pós-graduação,Bacharel,Área social,Sim,,Ainda sem previsão,Não tenho interesse,,,,,,,,,,,Não,Outro
35+,"Sim, eu moro em Cachoeira do Sul",,Ensino Médio completo,Não tenho,Segurança ,"Não, estou cursando outro curso na UFSM-CS no momento",Engenharia de Transporte e Logística,,Não tenho interesse,,,,,,,,,,,Não,Outro
35+,"Sim, eu moro em Cachoeira do Sul",,Pós-graduação,Licenciatura,Educação / Ensino / Pedagogia,"Não, já me formei em outro curso",,Sem interesse,Não tenho interesse,,,,,,,,,,,Não,Outro
25–34,"Não, eu não moro em Cachoeira do Sul, mas teria interesse em me mudar para cursar na UFSM-CS",Santa Maria - RS,Ensino Superior completo,Bacharel,Educação / Ensino / Pedagogia,Sim,,Em até 1 ano,"Talvez, dependendo do curso",Falta de tempo,Talvez,1 – Não tenho interesse,Noturno,"Facilidade de inserção profissional, Prestígio da profissão",Sim,Não tenho interesse,"Sim, mas em outro curso não ofertado pela UFSM-CS",,Química,Não,Outro
35+,"Sim, eu moro em Cachoeira do Sul",,Pós-graduação,Tecnólogo,Não estou trabalhando,"Não, estou cursando outro curso na UFSM-CS no momento",Arquitetura e Urbanismo,,"Sim, tenho interesse",Falta de dinheiro,Talvez,2 – Tenho pouco interesse,Noturno,"Remuneração no mercado, Facilidade de inserção profissional",Sim,Talvez teria interesse,,,,Sim,Outro
25–34,"Sim, eu moro em Cachoeira do Sul",,Ensino Superior incompleto,Não tenho,Comércio / Vendas / Atendimento,"Não, tranquei o último curso",,Já estou cursando,"Sim, tenho interesse",Falta de tempo,Sim,3 – Interesse moderado,Noturno,"Prestígio da profissão, Duração do curso",Sim,Tenho interesse,,,,Sim,Outro
35+,"Sim, eu moro em Cachoeira do Sul",,Ensino Médio incompleto,Não tenho,Freelancer / Autônomo,"Não, estou cursando outro curso na UFSM-CS no momento",Engenharia Elétrica,,"Sim, tenho interesse","Os cursos só terem a opção de serem diurnos — por exemplo, estudo Engenharia Elétrica no campus —, e o fato de haver apenas no período diurno prejudica meu trabalho e meu rendimento nos estudos. Pelo tempo que estou aqui, vejo que esse é o maior problema para os cursos não deslancharem. Outra sugestão: os cursos noturnos poderiam ser a partir das 19h; isso seria mais compatível com a realidade de quem trabalha. E fica uma dica de quem é daqui de Cachoeira: Robótica ou Mecatrônica ia(m) super bem aqui.",Sim,3 – Interesse moderado,Noturno,"Para o futuro, para depois que eu me formar no curso que estou fazendo.",Sim,Tenho interesse,,,,Sim,Outro
35+,"Sim, eu moro em Cachoeira do Sul",,Ensino Superior incompleto,Não tenho,Comércio / Vendas / Atendimento,Sim,,Em até 1 ano,Não tenho interesse,,,,,,,,,,,Não,Outro
35+,"Sim, eu moro em Cachoeira do Sul",,Ensino Médio completo,Técnico,"Saúde (ex: enfermagem, medicina, odontologia)",Sim,,Em até 1 ano,"Talvez, dependendo do curso",Falta de tempo,Sim,4- Interesse alto,Diurno,Prestígio da profissão,Sim,Não tenho interesse,"Sim, tenho interesse em outro curso da UFSM-CS",Engenharia Agrícola,,Não,Outro
35+,"Sim, eu moro em Cachoeira do Sul",,Ensino Superior incompleto,Não tenho,Comércio / Vendas / Atendimento,Sim,,Em 1–2 anos,"Sim, tenho interesse",Trabalho / família,Sim,4- Interesse alto,Noturno,"Remuneração no mercado, Duração do curso",Sim,Tenho interesse,,,,Não,Outro
35+,"Sim, eu moro em Cachoeira do Sul",,Pós-graduação,Licenciatura,Educação / Ensino / Pedagogia,Sim,,Em até 1 ano,"Sim, tenho interesse",Falta de tempo,Sim,4- Interesse alto,Noturno,Afinidade com a área,Sim,Não tenho interesse,Ainda não sei / Estou em dúvida,,,Não,Outro
35+,"Sim, eu moro em Cachoeira do Sul",,Pós-graduação,Bacharel,Freelancer / Autônomo,"Não, já me formei em outro curso",,Ainda sem previsão,"Sim, tenho interesse",Falta de tempo,Sim,3 – Interesse moderado,Noturno,"Afinidade com a área, Facilidade de inserção profissional, Duração do curso",Talvez,Talvez teria interesse,,,,Sim,Outro
35+,"Sim, eu moro em Cachoeira do Sul",,Ensino Superior incompleto,Técnico,Administração / Gestão,"Não, tranquei o último curso",,Nos próximos 6 meses,"Sim, tenho interesse",Trabalho / família,Sim,5 - Interesse muito alto,Noturno,Remuneração no mercado,Sim,Tenho interesse,,,,Sim,Outro
35+,"Sim, eu moro em Cachoeira do Sul",,Ensino Superior completo,Não tenho,Freelancer / Autônomo,Sim,,Em 1–2 anos,Não tenho interesse,,,,,,,,,,,Sim,Outro
35+,"Sim, eu moro em Cachoeira do Sul",,Ensino Médio completo,Não tenho,Não estou trabalhando,Sim,,Ainda sem previsão,"Talvez, dependendo do curso",Trabalho / família,"Não, mas conheço alguém que teria interesse",,,,,,,,,Sim,Outro
35+,"Não, eu não moro em Cachoeira do Sul e não tenho interesse em me mudar para a cidade",Rosário do Sul - RS,Ensino Superior completo,Licenciatura,Aposentada,Sim,,Sem interesse,Não tenho interesse,,,,,,,,,,,Não,Outro
35+,"Sim, eu moro em Cachoeira do Sul",,Pós-graduação,Licenciatura,Educação / Ensino / Pedagogia,Sim,,Ainda sem previsão,"Sim, tenho interesse",Falta de dinheiro,Sim,4- Interesse alto,Diurno,Afinidade com a área,Sim,Tenho interesse,,,,Sim,Outro
35+,"Sim, eu moro em Cachoeira do Sul",,Pós-graduação,Licenciatura,Educação / Ensino / Pedagogia,"Não, já me formei em outro curso",,Já estou cursando,"Sim, tenho interesse",Falta de tempo,"Não, pois já estou cursando outro curso em outra instituição",,,,,,,,,,Outro
35+,"Não, eu não moro em Cachoeira do Sul e não tenho interesse em me mudar para a cidade",Capão da Canoa - RS,Ensino Médio completo,Não tenho,Administração / Gestão,"Não, estou cursando outro curso na UFSM-CS no momento",Engenharia de Transporte e Logística,,Não tenho interesse,,,,,,,,,,,Não,Outro
35+,"Não, eu não moro em Cachoeira do Sul, mas teria interesse em me mudar para cursar na UFSM-CS",Rosário do Sul - RS,Pós-graduação,Licenciatura,Educação / Ensino / Pedagogia,"Não, já me formei em outro curso",,Ainda sem previsão,"Talvez, dependendo do curso",Distância,Talvez,1 – Não tenho interesse,Noturno,"Remuneração no mercado, Facilidade de inserção profissional",Talvez,Talvez teria interesse,,,,Sim,Outro
35+,"Não, eu não moro em Cachoeira do Sul e não tenho interesse em me mudar para a cidade",Capão da Canoa - RS,Ensino Superior completo,Tecnólogo,Administração / Gestão,Sim,,Ainda sem previsão,"Talvez, dependendo do curso",Trabalho / família,Talvez,2 – Tenho pouco interesse,Noturno,"Afinidade com a área, Remuneração no mercado",Sim,Talvez teria interesse,,,,Não,Outro
25–34,"Não, eu não moro em Cachoeira do Sul e não tenho interesse em me mudar para a cidade",Rosário do Sul - RS,Ensino Médio completo,Técnico,Comércio / Vendas / Atendimento,Sim,,Em até 1 ano,"Sim, tenho interesse",Falta de tempo,Sim,3 – Interesse moderado,Noturno,Remuneração no mercado,Sim,Não tenho interesse,"Sim, tenho interesse em outro curso da UFSM-CS",Engenharia Agrícola,,Não,Outro
35+,"Sim, eu moro em Cachoeira do Sul",,Ensino Médio completo,Não tenho,Não estou trabalhando,"Não, tranquei o último curso",,Em até 1 ano,"Sim, tenho interesse",Falta de dinheiro,Sim,5 - Interesse muito alto,Noturno,Prestígio da profissão,Sim,Tenho interesse,,,,Sim,Outro
35+,"Sim, eu moro em Cachoeira do Sul",,Pós-graduação,Licenciatura,Educação / Ensino / Pedagogia,Sim,,Ainda sem previsão,"Sim, tenho interesse",Falta de tempo,Sim,4- Interesse alto,Noturno,"Facilidade de inserção profissional, Duração do curso",Sim,Talvez teria interesse,,,,Sim,Outro
35+,"Sim, eu moro em Cachoeira do Sul",,Ensino Médio completo,Não tenho,Técnica enfermagem ,Sim,,Em até 1 ano,Não tenho interesse,,,,,,,,,,,Não,Outro
35+,"Sim, eu moro em Cachoeira do Sul",,Ensino Médio completo,Não tenho,Administração / Gestão,Sim,,Nos próximos 6 meses,"Sim, tenho interesse",Falta de tempo,Sim,5 - Interesse muito alto,Noturno,"Afinidade com a área, Facilidade de inserção profissional",Sim,Talvez teria interesse,,,,Sim,Outro
35+,"Sim, eu moro em Cachoeira do Sul",,Ensino Médio completo,Não tenho,Não estou trabalhando,Sim,,Nos próximos 6 meses,"Sim, tenho interesse",Trabalho / família,Sim,5 - Interesse muito alto,Noturno,"Remuneração no mercado, Facilidade de inserção profissional",Sim,Talvez teria interesse,,,,Sim,Outro
35+,"Sim, eu moro em Cachoeira do Sul",,Ensino Médio completo,Não tenho,Comércio / Vendas / Atendimento,Sim,,Nos próximos 6 meses,"Sim, tenho interesse",Falta de tempo,Sim,4- Interesse alto,Noturno,"Remuneração no mercado, Facilidade de inserção profissional",Sim,Tenho interesse,,,,Sim,Outro
35+,"Não, eu não moro em Cachoeira do Sul, mas teria interesse em me mudar para cursar na UFSM-CS",Brasília - DF,Ensino Superior completo,Tecnólogo,Administração / Gestão,Sim,,Nos próximos 6 meses,"Sim, tenho interesse",Mudança para cachoeira do sul,Sim,5 - Interesse muito alto,Noturno,"Afinidade com a área, Gosto de estudar. Estudar me faz bem. ",Sim,Tenho interesse,,,,Sim,Outro
35+,"Sim, eu moro em Cachoeira do Sul",,Pós-graduação,Licenciatura,Educação / Ensino / Pedagogia,Sim,,Ainda sem previsão,Não tenho interesse,,,,,,,,,,,Sim,Outro
35+,"Sim, eu moro em Cachoeira do Sul",,Ensino Superior incompleto,Não tenho,Educação / Ensino / Pedagogia,Sim,,Nos próximos 6 meses,"Sim, tenho interesse",Falta de dinheiro,Sim,3 – Interesse moderado,Noturno,Remuneração no mercado,Sim,Tenho interesse,,,,Sim,Outro
35+,"Sim, eu moro em Cachoeira do Sul",,Pós-graduação,Licenciatura,Educação / Ensino / Pedagogia,Sim,,Ainda sem previsão,Não tenho interesse,,,,,,,,,,,Não,Outro
35+,"Sim, eu moro em Cachoeira do Sul",,Ensino Superior incompleto,Não tenho,Educação / Ensino / Pedagogia,Sim,,Já estou cursando,"Talvez, dependendo do curso",Falta de dinheiro,"Não, mas tenho interesse em outro curso não ofertado na UFSM-CS",,,,,,,,Pedagogia,Não,Outro
35+,"Sim, eu moro em Cachoeira do Sul",,Ensino Superior incompleto,Não tenho,Educação / Ensino / Pedagogia,Sim,,Já estou cursando,"Sim, tenho interesse",Falta de tempo,Sim,5 - Interesse muito alto,Noturno,Remuneração no mercado,Sim,Tenho interesse,,,,Não,Outro
35+,"Sim, eu moro em Cachoeira do Sul",,Pós-graduação,Licenciatura,Educação / Ensino / Pedagogia,"Não, já me formei em outro curso",,Ainda sem previsão,"Sim, tenho interesse",Falta de tempo,Talvez,3 – Interesse moderado,Noturno,Afinidade com a área,Talvez,Talvez teria interesse,,,,Sim,Outro
35+,"Sim, eu moro em Cachoeira do Sul",,Pós-graduação,Licenciatura,Educação / Ensino / Pedagogia,Sim,,Nos próximos 6 meses,"Sim, tenho interesse",Falta de tempo,Sim,4- Interesse alto,Noturno,Aperfeiçoamento ,Sim,Talvez teria interesse,,,,Não,Outro
25–34,"Sim, eu moro em Cachoeira do Sul",,Pós-graduação,Licenciatura,Educação / Ensino / Pedagogia,Sim,,Nos próximos 6 meses,"Sim, tenho interesse",Falta de tempo,Sim,1 – Não tenho interesse,Noturno,Facilidade de inserção profissional,Sim,Não tenho interesse,"Sim, tenho interesse em outro curso da UFSM-CS",Ciências de Dados e Inteligência Artificial,,Sim,Outro
35+,"Sim, eu moro em Cachoeira do Sul",,Pós-graduação,Licenciatura,Educação / Ensino / Pedagogia,Sim,,Em 1–2 anos,"Sim, tenho interesse",Falta de dinheiro,Sim,5 - Interesse muito alto,Noturno,"Afinidade com a área, Duração do curso",Sim,Tenho interesse,,,,Sim,Outro
25–34,"Sim, eu moro em Cachoeira do Sul",,Ensino Superior completo,Licenciatura,Educação / Ensino / Pedagogia,Sim,,Em até 1 ano,"Talvez, dependendo do curso",Falta de tempo,"Não, mas conheço alguém que teria interesse",,,,,,,,,Sim,Outro
35+,"Sim, eu moro em Cachoeira do Sul",,Pós-graduação,Licenciatura,Educação / Ensino / Pedagogia,"Não, tranquei o último curso",,Nos próximos 6 meses,"Sim, tenho interesse",Falta de dinheiro,Sim,5 - Interesse muito alto,Noturno,"Afinidade com a área, Remuneração no mercado",Sim,Talvez teria interesse,,,,Não,Outro
35+,"Sim, eu moro em Cachoeira do Sul",,Ensino Superior completo,Bacharel,"Saúde (ex: enfermagem, medicina, odontologia)",Sim,,Nos próximos 6 meses,"Sim, tenho interesse",Falta de dinheiro,Sim,4- Interesse alto,Diurno,"Afinidade com a área, Remuneração no mercado, Facilidade de inserção profissional",Sim,Talvez teria interesse,,,,Não,Outro
35+,"Sim, eu moro em Cachoeira do Sul",,Pós-graduação,Licenciatura,Educação / Ensino / Pedagogia,Sim,,Ainda sem previsão,"Sim, tenho interesse",Falta de dinheiro,Sim,4- Interesse alto,Noturno,"Afinidade com a área, Opinião de familiares/amigos",Sim,Talvez teria interesse,,,,Sim,Outro
25–34,"Sim, eu moro em Cachoeira do Sul",,Ensino Superior completo,Bacharel,Educação / Ensino / Pedagogia,Sim,,Nos próximos 6 meses,"Sim, tenho interesse",Falta de dinheiro,Sim,5 - Interesse muito alto,Noturno,"Afinidade com a área, Remuneração no mercado, Facilidade de inserção profissional, Duração do curso",Sim,Tenho interesse,,,,Sim,Outro
35+,"Sim, eu moro em Cachoeira do Sul",,Ensino Superior incompleto,Não tenho,Educação / Ensino / Pedagogia,Sim,,Nos próximos 6 meses,"Sim, tenho interesse",Falta de dinheiro,Sim,5 - Interesse muito alto,Noturno,Afinidade com a área,Sim,Talvez teria interesse,,,,Não,Outro
35+,"Sim, eu moro em Cachoeira do Sul",,Pós-graduação,Licenciatura,Educação / Ensino / Pedagogia,Sim,,Ainda sem previsão,Não tenho interesse,,,,,,,,,,,Não,Outro
35+,"Sim, eu moro em Cachoeira do Sul",,Pós-graduação,Licenciatura,Educação / Ensino / Pedagogia,Sim,,Ainda sem previsão,"Talvez, dependendo do curso",Falta de tempo,Talvez,2 – Tenho pouco interesse,Noturno,"Afinidade com a área, Facilidade de inserção profissional, Duração do curso",Sim,Não tenho interesse,"Sim, mas em outro curso não ofertado pela UFSM-CS",,Psicologia,Não,Outro
35+,"Sim, eu moro em Cachoeira do Sul",,Ensino Médio completo,Não tenho,Educação / Ensino / Pedagogia,Sim,,Ainda sem previsão,"Talvez, dependendo do curso",Trabalho / família,Talvez,2 – Tenho pouco interesse,Noturno,"Afinidade com a área, Facilidade de inserção profissional, Duração do curso, ",Sim,Talvez teria interesse,,,,Sim,Outro
35+,"Sim, eu moro em Cachoeira do Sul",,Pós-graduação,Licenciatura,Educação / Ensino / Pedagogia,Sim,,Nos próximos 6 meses,"Talvez, dependendo do curso",Falta de tempo,Sim,4- Interesse alto,Noturno,Afinidade com a área,Sim,Tenho interesse,,,,Sim,Outro
Menos de 18,"Sim, eu moro em Cachoeira do Sul",,Ensino Médio incompleto,Não tenho,Não estou trabalhando,Sim,,Em 1–2 anos,"Talvez, dependendo do curso",Falta de informação,Sim,3 – Interesse moderado,Diurno,"Afinidade com a área, Remuneração no mercado",Talvez,Talvez teria interesse,,,,Sim,Outro
Menos de 18,"Sim, eu moro em Cachoeira do Sul",,Ensino Médio completo,Não tenho,Não estou trabalhando,Sim,,Em 1–2 anos,"Talvez, dependendo do curso",Distância,Sim,4- Interesse alto,Diurno,"Duração do curso, Opinião de familiares/amigos",Sim,Talvez teria interesse,,,,Sim,Outro
25–34,"Sim, eu moro em Cachoeira do Sul",,Ensino Superior incompleto,Licenciatura,Educação / Ensino / Pedagogia,Sim,,Já estou cursando,"Sim, tenho interesse",Falta de tempo,Sim,3 – Interesse moderado,Noturno,Afinidade com a área,Talvez,Tenho interesse,,,,Não,Outro
18–24,"Sim, eu moro em Cachoeira do Sul",,Ensino Superior incompleto,Não tenho,Educação / Ensino / Pedagogia,Sim,,Ainda sem previsão,"Sim, tenho interesse",Falta de tempo,"Não, mas conheço alguém que teria interesse",,,,,,,,,Sim,Outro
35+,"Sim, eu moro em Cachoeira do Sul",,Ensino Superior incompleto,Não tenho,Educação / Ensino / Pedagogia,Sim,,Em até 1 ano,"Sim, tenho interesse",Falta de dinheiro,Sim,5 - Interesse muito alto,Diurno,Afinidade com a área,Sim,Tenho interesse,,,,Sim,Outro
35+,"Sim, eu moro em Cachoeira do Sul",,Ensino Superior completo,Bacharel,Educação / Ensino / Pedagogia,"Não, tranquei o último curso",,Nos próximos 6 meses,"Sim, tenho interesse",Trabalho / família,Sim,3 – Interesse moderado,Noturno,Afinidade com a área,Sim,Tenho interesse,,,,Sim,Outro
35+,"Sim, eu moro em Cachoeira do Sul",,Pós-graduação,Licenciatura,Educação / Ensino / Pedagogia,"Não, tranquei o último curso",,Ainda sem previsão,"Talvez, dependendo do curso",Falta de dinheiro,Talvez,4- Interesse alto,Noturno,Facilidade de inserção profissional,Sim,Não tenho interesse,"Sim, tenho interesse em outro curso da UFSM-CS",Arquitetura e Urbanismo,,Sim,Outro
35+,"Sim, eu moro em Cachoeira do Sul",,Pós-graduação,Licenciatura,Educação / Ensino / Pedagogia,Sim,,Nos próximos 6 meses,"Sim, tenho interesse",Falta de tempo,Sim,5 - Interesse muito alto,Noturno,"Afinidade com a área, Facilidade de inserção profissional",Sim,Tenho interesse,,,,Sim,Outro
35+,"Sim, eu moro em Cachoeira do Sul",,Pós-graduação,Licenciatura,Educação / Ensino / Pedagogia,Sim,,Nos próximos 6 meses,"Talvez, dependendo do curso",Falta de tempo,"Não, mas tenho interesse em outro curso ofertado na UFSM-CS",,,,,,,Arquitetura e Urbanismo,,Sim,Outro
35+,"Sim, eu moro em Cachoeira do Sul",,Pós-graduação,Licenciatura,Educação / Ensino / Pedagogia,Sim,,Ainda sem previsão,"Sim, tenho interesse",Trabalho / família,Talvez,4- Interesse alto,Noturno,"Afinidade com a área, Prestígio da profissão",Sim,Talvez teria interesse,,,,Sim,Outro
25–34,"Sim, eu moro em Cachoeira do Sul",,Ensino Superior completo,Licenciatura,Educação / Ensino / Pedagogia,Sim,,Nos próximos 6 meses,"Sim, tenho interesse",Falta de dinheiro,Sim,5 - Interesse muito alto,Diurno,"Afinidade com a área, Remuneração no mercado, Duração do curso",Sim,Tenho interesse,,,,Sim,Outro
25–34,"Sim, eu moro em Cachoeira do Sul",,Ensino Médio completo,Não tenho,Funcionário público,Sim,,Em até 1 ano,"Sim, tenho interesse",Falta de dinheiro,"Não, mas tenho interesse em outro curso ofertado na UFSM-CS",,,,,,,Ciências de Dados e Inteligência Artificial,,Sim,Outro
35+,"Sim, eu moro em Cachoeira do Sul",,Ensino Superior completo,Bacharel,Comércio / Vendas / Atendimento,Sim,,Ainda sem previsão,"Sim, tenho interesse",Falta de tempo,"Não, mas conheço alguém que teria interesse",,,,,,,,,Sim,Outro
35+,"Sim, eu moro em Cachoeira do Sul",,Ensino Médio completo,Não tenho,"Saúde (ex: enfermagem, medicina, odontologia)",Sim,,Ainda sem previsão,"Sim, tenho interesse",Falta de tempo,Sim,5 - Interesse muito alto,Noturno,"Afinidade com a área, Remuneração no mercado, Facilidade de inserção profissional",Sim,Tenho interesse,,,,Sim,Outro
18–24,"Sim, eu moro em Cachoeira do Sul",,Ensino Superior incompleto,Bacharel,Estagiário,"Não, estou cursando outro curso na UFSM-CS no momento",Engenharia Elétrica,,"Sim, tenho interesse",Trabalho / família,Talvez,3 – Interesse moderado,Noturno,"Afinidade com a área, Facilidade de inserção profissional",Talvez,Tenho interesse,,,,Sim,Outro
35+,"Sim, eu moro em Cachoeira do Sul",,Pós-graduação,Licenciatura,Educação / Ensino / Pedagogia,Sim,,Ainda sem previsão,"Talvez, dependendo do curso",Falta de tempo,Talvez,3 – Interesse moderado,Noturno,"Remuneração no mercado, Facilidade de inserção profissional",Sim,Talvez teria interesse,,,,Não,Outro
35+,"Sim, eu moro em Cachoeira do Sul",,Pós-graduação,Licenciatura,Educação / Ensino / Pedagogia,Sim,,Em até 1 ano,"Talvez, dependendo do curso",Falta de informação,Talvez,3 – Interesse moderado,Diurno,"Afinidade com a área, Prestígio da profissão",Talvez,Tenho interesse,,,,Não,Outro
35+,"Sim, eu moro em Cachoeira do Sul",,Ensino Médio completo,Não tenho,Comércio / Vendas / Atendimento,Sim,,Em 1–2 anos,"Sim, tenho interesse",Falta de dinheiro,Sim,5 - Interesse muito alto,Noturno,"Afinidade com a área, Prestígio da profissão",Sim,Tenho interesse,,,,Sim,Outro
18–24,"Sim, eu moro em Cachoeira do Sul",,Ensino Superior incompleto,Não tenho,Comércio / Vendas / Atendimento,Sim,,Em até 1 ano,"Talvez, dependendo do curso",Falta de informação,Talvez,3 – Interesse moderado,Noturno,"Afinidade com a área, Remuneração no mercado",Talvez,Tenho interesse,,,,Sim,Panfletos
18–24,"Sim, eu moro em Cachoeira do Sul",,Ensino Médio completo,Técnico,Comércio / Vendas / Atendimento,Sim,,Nos próximos 6 meses,"Sim, tenho interesse",Falta de tempo,Sim,3 – Interesse moderado,Noturno,"Afinidade com a área, Remuneração no mercado, Facilidade de inserção profissional, Prestígio da profissão",Sim,Não tenho interesse,"Não, não tenho interesse em cursar graduação no momento",,,Não,Panfletos
25–34,"Sim, eu moro em Cachoeira do Sul",,Ensino Superior completo,Bacharel,Comércio / Vendas / Atendimento,Sim,,Em até 1 ano,"Sim, tenho interesse",Trabalho / família,Sim,3 – Interesse moderado,Noturno,Remuneração no mercado,Sim,Talvez teria interesse,,,,Sim,Panfletos
Menos de 18,"Sim, eu moro em Cachoeira do Sul",,Ensino Médio incompleto,Não tenho,Não estou trabalhando,Sim,,Em até 1 ano,"Talvez, dependendo do curso",Falta de dinheiro,"Não, mas tenho interesse em outro curso não ofertado na UFSM-CS",,,,,,,,.,Não,Panfletos
